rID,genes,ec,reaction,kegg,reaction_form,Pathway,evid/relia,comment 
R459,"slr1136, slr1137, slr1138",1.9.3.1,4 Reduced plastocyanin_[pps] + Oxygen_[cyt] + 8 H+_[cyt] => 4 Oxidized plastocyanin_[pps] + 4 H+_[pps] + 2 H2O_[cyt],-,4 C03025_[pps] + C00007_[cyt] + 8 C00080_[cyt] => 4 C03162_[pps] + 4 C00080_[pps] + 2 C00001_[cyt],Photosynthesis and Respiratory Chain,A,
R460,"slr1379, slr1380",1.10.3.-,2 PQH2_[tlm] + Oxygen_[cyt] + 4 H+_[cyt] => 2 PQ_[tlm] + 4 H+_[tll] + 2 H2O_[cyt],-,2 C16695_[tlm] + C00007_[cyt] + 4 C00080_[cyt] => 2 C10385_[tlm] + 4 C00080_[tll] + 2 C00001_[cyt],Photosynthesis and Respiratory Chain,A,
R461,"slr1379, slr1380",1.10.3.-,2 PQH2_[cym] + Oxygen_[cyt] + 4 H+_[cyt] => 2 PQ_[cym] + 4 H+_[pps] + 2 H2O_[cyt],-,2 C16695_[cym] + C00007_[cyt] + 4 C00080_[cyt] => 2 C10385_[cym] + 4 C00080_[pps] + 2 C00001_[cyt],Photosynthesis and Respiratory Chain,A,
R462,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH2_[tlm] + 2 Oxidized plastocyanin_[tll] => PQ_[tlm] + 2 Reduced plastocyanin_[tll] + 2 H+_[tll],-,C16695_[tlm] + 2 C03162_[tll] => C10385_[tlm] + 2 C00080_[tll] + 2 C03025_[tll],Photosynthesis and Respiratory Chain,A,
R463,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH2_[cym] + 2 Oxidized plastocyanin_[pps] => PQ_[cym] + 2 Reduced plastocyanin_[pps] + 2 H+_[pps],-,C16695_[cym] + 2 C03162_[pps] => C10385_[cym] + 2 C00080_[pps] + 2 C03025_[pps],Photosynthesis and Respiratory Chain,A,
R464,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH2_[tlm] + 1 Oxidized rieske_B6_[tlm] => PQH_B6_L_[tlm] + 1 Reduced rieske_B6_[tlm] + 1 H+_[tll],-,C16695_[tlm] + 1 ORieske_B6_[tlm] => PQH_B6_L_[tlm] + 1 RRieske_B6_[tlm] + 1 C00080_[tll],Photosynthesis and Respiratory Chain,A,
R465,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,1 Reduced rieske_B6_[tlm] + 1 Oxidized plastocyanin_[tll] => 1 Oxidized rieske_B6_[tlm] + 1 Reduced plastocyanin_[tll],-,1 RRieske_B6_[tlm] + 1 C03162_[tll] => 1 C03025_[tll] + 1 ORieske_B6_[tlm],Photosynthesis and Respiratory Chain,A,
R466,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH_B6_L_[tlm] + 1 HB3p_B6_[tlm] => PQ_B6_S_[tlm] + 1 HB2p_B6_[tlm] + 1 H+_[tll],-,PQH_B6_L_[tlm] + 1 HB3p_B6_[tlm] => 1 C10385_B6_S_[tlm] + 1 C00080_[tll] + 1 HB2p_B6_[tlm],Photosynthesis and Respiratory Chain,A,
R467,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQ_B6_S_[tlm] => PQ_[tlm],-,1 C10385_B6_S_[tlm] => 1 C10385_[tlm],Photosynthesis and Respiratory Chain,A,
R468,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQ_B6_S_[tlm] + 1 HB2p_B6_[tlm] + 1 H+_[cyt] => PQH_B6_S_[tlm] + 1 HB3p_B6_[tlm],-,1 C10385_B6_S_[tlm] + 1 HB2p_B6_[tlm] + 1 C00080_[cyt] => 1 PQH_B6_S_[tlm] + 1 HB3p_B6_[tlm],Photosynthesis and Respiratory Chain,A,
R469,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH_B6_S_[tlm] + 1 HB2p_B6_[tlm] + 1 H+_[cyt] => PQH2_[tlm] + 1 HB3p_B6_[tlm],-,1 PQH_B6_S_[tlm] + 1 HB2p_B6_[tlm] + 1 C00080_[cyt] => C16695_[tlm] + 1 HB3p_B6_[tlm],Photosynthesis and Respiratory Chain,A,
R470,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH2_[cym] + 1 Oxidized rieske_B6_[cym] => PQH_B6_L_[cym] + 1 Reduced rieske_B6_[cym] + 1 H+_[pps],-,C16695_[cym] + 1 ORieske_B6_[cym] => PQH_B6_L_[cym] + 1 RRieske_B6_[cym] + 1 C00080_[pps],Photosynthesis and Respiratory Chain,A,
R471,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,1 Reduced rieske_B6_[cym] + 1 Oxidized plastocyanin_[pps] => 1 Oxidized rieske_B6_[cym] + 1 Reduced plastocyanin_[pps],-,1 RRieske_B6_[cym] + 1 C03162_[pps] => 1 C03025_[pps] + 1 ORieske_B6_[cym],Photosynthesis and Respiratory Chain,A,
R472,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH_B6_L_[cym] + 1 HB3p_B6_[cym] => PQ_B6_S_[cym] + 1 HB2p_B6_[cym] + 1 H+_[pps],-,PQH_B6_L_[cym] + 1 HB3p_B6_[cym] => 1 C10385_B6_S_[cym] + 1 C00080_[pps] + 1 HB2p_B6_[cym],Photosynthesis and Respiratory Chain,A,
R473,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQ_B6_S_[cym] => PQ_[cym],-,1 C10385_B6_S_[cym] => 1 C10385_[cym],Photosynthesis and Respiratory Chain,A,
R474,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQ_B6_S_[cym] + 1 HB2p_B6_[cym] + 1 H+_[cyt] => PQH_B6_S_[cym] + 1 HB3p_B6_[cym],-,1 C10385_B6_S_[cym] + 1 HB2p_B6_[cym] + 1 C00080_[cyt] => 1 PQH_B6_S_[cym] + 1 HB3p_B6_[cym],Photosynthesis and Respiratory Chain,A,
R475,"sll1182, sll1316, sll1317, slr0342, slr0343, slr1185, sml0004, smr0003, smr0010, sll1796",1.10.99.1,PQH_B6_S_[cym] + 1 HB2p_B6_[cym] + 1 H+_[cyt] => PQH2_[cym] + 1 HB3p_B6_[cym],-,1 PQH_B6_S_[cym] + 1 HB2p_B6_[cym] + 1 C00080_[cyt] => C16695_[cym] + 1 HB3p_B6_[cym],Photosynthesis and Respiratory Chain,A,
R476,"sll0226, sll0629, sll0634, sll0819, slr0171, slr0737, slr0823, slr0823, slr1655, slr1834, slr1835, sml0008, smr0004, smr0005, ssl0563, ssr0390, ssr2831, ssr2016",-,1 Photon_P700_[tlm] + 1 P700_[tlm] + 1 Oxidized ferredoxin_[cyt] => 1 P700p_[tlm] + 1 Reduced ferredoxin_[cyt],-,E1_P700_[tlm] + C00139_[cyt] + P700_[tlm] => C00138_[cyt] + P700p_[tlm],Photosynthesis and Respiratory Chain,A,PSI
R477,"sll0226, sll0629, sll0634, sll0819, slr0171, slr0737, slr0823, slr0823, slr1655, slr1834, slr1835, sml0008, smr0004, smr0005, ssl0563, ssr0390, ssr2831, ssr2016",-,1 P700p_[tlm] + 1 Reduced plastocyanin_[tll] => 1 Oxidized plastocyanin_[tll] + 1 P700_[tlm],-,P700p_[tlm] + C03025_[tll] => C03162_[tll] + P700_[tlm],Photosynthesis and Respiratory Chain,A,PSI
R478,slr1643,1.18.1.2,2 Reduced ferredoxin_[cyt] + NADP+_[cyt] + H+_[cyt] <=> 2 Oxidized ferredoxin_[cyt] + NADPH_[cyt],R01195,2 C00138_[cyt] + C00006_[cyt] + C00080_[cyt] <=> 2 C00139_[cyt] + C00005_[cyt],Photosynthesis and Respiratory Chain,A,
R479,"sll0554, ssr0330",1.8.7.2,2 Reduced ferredoxin_[cyt] + Thioredoxin disulfide_[cyt] + 2 H+_[cyt] <=> 2 Oxidized ferredoxin_[cyt] + Thioredoxin_[cyt],-,2 C00138_[cyt] + C00343_[cyt] + 2 C00080_[cyt] <=> 2 C00139_[cyt] + C00342_[cyt],Photosynthesis and Respiratory Chain,A,"FTR, ferredoxin:thioredoxin reductase"
R480,"sll0226, sll0629, sll0634, sll0819, slr0171, slr0737, slr0823, slr0823, slr1655, slr1834, slr1835, sml0008, smr0004, smr0005, ssl0563, ssr0390, ssr2831",-,1 Photon_P700_[tlm] + 1 P700_[tlm] + 1 Oxygen_[cyt] => 1 P700p_[tlm] + 1 Superoxide anion_[cyt],-,E1_P700_[tlm] + 1 P700_[tlm] + 1 C00007_[cyt] => 1 P700p_[tlm] + 1 C00704_[cyt],Photosynthesis and Respiratory Chain,-,Mehler reaction at PSI
R481,"sll0550, sll1521",-,2 NADPH_[cyt] + 2 H+_[cyt] + Oxygen_[cyt] => 2 NADP+_[cyt] + 2 H2O_[cyt],-,2 C00005_[cyt] + 2 C00080_[cyt] + C00007_[cyt] => 2 C00006_[cyt] + 2 C00001_[cyt],Photosynthesis and Respiratory Chain,-,Mehler-like reaction; Allahverdiyeva et al. 2011
R482,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll",-,1 Oxygen_[cyt] + 1 QAn_P680_[tlm] => 1 Superoxide anion_[cyt] + 1 QA_P680_[tlm],-,1 C00007_[cyt] + 1 QAn_P680_[tlm] => 1 C00704_[cyt] + 1 QA_P680_[tlm],Photosynthesis and Respiratory Chain,-,ROS evolution at PSII
R483,"slr1281, sll1732, sll0520, ssr1386, slr0844, sll0223, sll1733, sll0522, sll0519, slr1291, slr0331, sll0521, slr1279, slr0261, slr1280, slr1623, sll1262, slr2007, slr2009, ssl0352",1.6.5.3,NADPH_[cyt] + 5 H+_[cyt] + PQ_[tlm] => NADP+_[cyt] + PQH2_[tlm] + 4 H+_[tll],-,C00005_[cyt] + 5 C00080_[cyt] + C10385_[tlm] => C00006_[cyt] + C16695_[tlm] + 4 C00080_[tll],Photosynthesis and Respiratory Chain,A,NADPH I Dehydrogenase. NADPH is preferred (Cooley and Vermaas 2001)
R484,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 Photon_680_[tlm] + 1 P680_[tlm] + 1 QA_P680_[tlm] => 1 P680p_[tlm] + 1 QAn_P680_[tlm],-,1 E1_P680_[tlm] + 1 P680_[tlm] + 1 QA_P680_[tlm] => 1 P680p_[tlm] + 1 QAn_P680_[tlm],Photosynthesis and Respiratory Chain,A,PS2
R485,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 PQ_[tlm] + 1 QAn_P680_[tlm] + H+_[cyt] => 1 PQn_P680_[tlm] + 1 QA_P680_[tlm],-,1 C10385_[tlm] + 1 QAn_P680_[tlm] + C00080_[cyt] => 1 PQn_P680_[tlm] + 1 QA_P680_[tlm],Photosynthesis and Respiratory Chain,A,PS2
R486,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 PQn_P680_[tlm] + 1 QAn_P680_[tlm] + H+_[cyt] => 1 PQH2_[tlm] + 1 QA_P680_[tlm],-,1 PQn_P680_[tlm] + 1 QAn_P680_[tlm] + C00080_[cyt] => 1 C16695_[tlm] + 1 QA_P680_[tlm],Photosynthesis and Respiratory Chain,A,PS2
R487,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 P680p_[tlm] + 1 S0_P680_[tlm] => 1 P680_[tlm] + 1 S1_P680_[tlm],-,1 P680p_[tlm] + 1 S0_P680_[tlm] => 1 P680_[tlm] + 1 S1_P680_[tlm],Photosynthesis and Respiratory Chain,A,PS2
R488,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 P680p_[tlm] + 1 S1_P680_[tlm] => 1 P680_[tlm] + 1 S2_P680_[tlm],-,P680p_[tlm] + 1 S1_P680_[tlm] => 1 P680_[tlm] + 1 S2_P680_[tlm],Photosynthesis and Respiratory Chain,A,PS2
R489,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 P680p_[tlm] + 1 S2_P680_[tlm] => 1 P680_[tlm] + 1 S3_P680_[tlm],-,1 P680p_[tlm] + 1 S2_P680_[tlm] => 1 P680_[tlm] + 1 S3_P680_[tlm],Photosynthesis and Respiratory Chain,A,PS2
R490,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 P680p_[tlm] + 1 S3_P680_[tlm] => 1 P680_[tlm] + 1 S4_P680_[tlm],-,1 P680p_[tlm] + 1 S3_P680_[tlm] => 1 P680_[tlm] + 1 S4_P680_[tlm],Photosynthesis and Respiratory Chain,A,PS2
R491,"sll0258, sll0427, sll0849, sll0851, sll1194, sll1398, sll1418, sll1867, slr0906, slr0927, slr1181, slr1311, slr1645, slr1739, slr2034, sml0001, sml0002, sml0003, sml0005, sml0007, smr0001, smr0006, smr0007, smr0008, smr0009, ssl2598, ssr3451, sll0217, sll0219",-,1 S4_P680_[tlm] + 2 H2O_[tll] => 1 S0_P680_[tlm] + Oxygen_[tll] + 4 H+_[tll],-,1 S4_P680_[tlm] + 2 C00001_[tll] => 1 S0_P680_[tlm] + C00007_[tll] + 4 C00080_[tll],Photosynthesis and Respiratory Chain,A,PS2
R492,"sll1327, sll1323, sll1322, ssl2615, sll1324, sll1325, sll1326, slr1329, slr1330",3.6.3.14,14 H+_[tll] + 3 ADP_[cyt] + 3 Orthophosphate_[cyt] => 3 ATP_[cyt] + 3 H2O_[cyt] + 14 H+_[cyt],-,14 C00080_[tll] + 3 C00008_[cyt] + 3 C00009_[cyt] => 3 C00002_[cyt] + 3 C00001_[cyt] + 14 C00080_[cyt],Photosynthesis and Respiratory Chain,A,ATPase
R493,"sll1327, sll1323, sll1322, ssl2615, sll1324, sll1325, sll1326, slr1329, slr1330",3.6.3.14,14 H+_[pps] + 3 ADP_[cyt] + 3 Orthophosphate_[cyt] => 3 ATP_[cyt] + 3 H2O_[cyt] + 14 H+_[cyt],-,14 C00080_[pps] + 3 C00008_[cyt] + 3 C00009_[cyt] => 3 C00002_[cyt] + 3 C00001_[cyt] + 14 C00080_[cyt],Photosynthesis and Respiratory Chain,A,ATPase
R494,sll0587,2.7.1.40,ATP_[cyt] + Pyruvate_[cyt] <= ADP_[cyt] + Phosphoenolpyruvate_[cyt],R00200,C00002_[cyt] + C00022_[cyt] <= C00008_[cyt] + C00074_[cyt],Pyruvate and TCA,A,
R495,sll1275,2.7.1.40,ATP_[cyt] + Pyruvate_[cyt] <= ADP_[cyt] + Phosphoenolpyruvate_[cyt],R00200,C00002_[cyt] + C00022_[cyt] <= C00008_[cyt] + C00074_[cyt],Pyruvate and TCA,A,
R496,slr1096,1.8.1.4,Pyruvate_[cyt] + CoA_[cyt] + NAD+_[cyt] => Acetyl-CoA_[cyt] + CO2_[cyt] + NADH_[cyt] + H+_[cyt],R00209,C00022_[cyt] + C00010_[cyt] + C00003_[cyt] => C00024_[cyt] + C00011_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R497,"sll1721, slr1934",1.2.4.1,Pyruvate_[cyt] + CoA_[cyt] + NAD+_[cyt] => Acetyl-CoA_[cyt] + CO2_[cyt] + NADH_[cyt] + H+_[cyt],R00209,C00022_[cyt] + C00010_[cyt] + C00003_[cyt] => C00024_[cyt] + C00011_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R498,sll1841,2.3.1.12,Pyruvate_[cyt] + CoA_[cyt] + NAD+_[cyt] => Acetyl-CoA_[cyt] + CO2_[cyt] + NADH_[cyt] + H+_[cyt],R00209,C00022_[cyt] + C00010_[cyt] + C00003_[cyt] => C00024_[cyt] + C00011_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R499,sll0542,6.2.1.1,ATP_[cyt] + Acetate_[cyt] + CoA_[cyt] => AMP_[cyt] + Diphosphate_[cyt] + Acetyl-CoA_[cyt],R00235,C00002_[cyt] + C00033_[cyt] + C00010_[cyt] => C00020_[cyt] + C00013_[cyt] + C00024_[cyt],Pyruvate and TCA,A,
R500,slr0091,1.2.1.3,Acetaldehyde_[cyt] + NAD+_[cyt] + H2O_[cyt] <= Acetate_[cyt] + NADH_[cyt] + H+_[cyt],R00710,C00084_[cyt] + C00003_[cyt] + C00001_[cyt] <= C00033_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R501,sll0990,1.1.1.1,Ethanol_[cyt] + NAD+_[cyt] <= Acetaldehyde_[cyt] + NADH_[cyt] + H+_[cyt],R00754,C00469_[cyt] + C00003_[cyt] <= C00084_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R502,slr0942,1.1.1.2,Ethanol_[cyt] + NADP+_[cyt] <= Acetaldehyde_[cyt] + NADPH_[cyt] + H+_[cyt],R00746,C00469_[cyt] + C00006_[cyt] <= C00084_[cyt] + C00005_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R503,sll0920,4.1.1.31,Orthophosphate_[cyt] + Oxaloacetate_[cyt] <= Phosphoenolpyruvate_[cyt] + HCO3-_[cyt] + H+_[cyt],-,C00009_[cyt] + C00036_[cyt] <= C00074_[cyt] + C00288_[cyt] + C00080_[cyt],Pyruvate and TCA,A,Better affinity for bicarbonate instead of CO2
R504,sll0891,1.1.1.37,(S)-Malate_[cyt] + NAD+_[cyt] <=> Oxaloacetate_[cyt] + NADH_[cyt] + H+_[cyt],R00342,C00149_[cyt] + C00003_[cyt] <=> C00036_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R505,sll0402,2.6.1.1,L-Aspartate_[cyt] + 2-Oxoglutarate_[cyt] <=> Oxaloacetate_[cyt] + L-Glutamate_[cyt],R00355,C00049_[cyt] + C00026_[cyt] <=> C00036_[cyt] + C00025_[cyt],Pyruvate and TCA,A,
R506,slr0301,2.7.9.2,ATP_[cyt] + Pyruvate_[cyt] + H2O_[cyt] => AMP_[cyt] + Phosphoenolpyruvate_[cyt] + Orthophosphate_[cyt],R00199,C00002_[cyt] + C00022_[cyt] + C00001_[cyt] => C00020_[cyt] + C00074_[cyt] + C00009_[cyt],Pyruvate and TCA,A,
R507,sll1682,1.4.1.1,L-Alanine_[cyt] + NAD+_[cyt] + H2O_[cyt] <=> Pyruvate_[cyt] + NH3_[cyt] + NADH_[cyt] + H+_[cyt],R00396,C00041_[cyt] + C00003_[cyt] + C00001_[cyt] <=> C00022_[cyt] + C00014_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R508,slr0665,4.2.1.3,Citrate_[cyt] <=> cis-Aconitate_[cyt] + H2O_[cyt],R01325,C00158_[cyt] <=> C00417_[cyt] + C00001_[cyt],Pyruvate and TCA,A,
R509,slr0665,4.2.1.3,Isocitrate_[cyt] <=> cis-Aconitate_[cyt] + H2O_[cyt],R01900,C00311_[cyt] <=> C00417_[cyt] + C00001_[cyt],Pyruvate and TCA,A,
R510,slr1289,1.1.1.42,Isocitrate_[cyt] + NADP+_[cyt] => 2-Oxoglutarate_[cyt] + CO2_[cyt] + NADPH_[cyt] + H+_[cyt],R00267,C00311_[cyt] + C00006_[cyt] => C00026_[cyt] + C00011_[cyt] + C00005_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R511,"sll1023, sll1557",6.2.1.5,ATP_[cyt] + Succinate_[cyt] + CoA_[cyt] <=> ADP_[cyt] + Orthophosphate_[cyt] + Succinyl-CoA_[cyt],R00405,C00002_[cyt] + C00042_[cyt] + C00010_[cyt] <=> C00008_[cyt] + C00009_[cyt] + C00091_[cyt],Pyruvate and TCA,A,
R512,slr0018,4.2.1.2,(S)-Malate_[cyt] <=> Fumarate_[cyt] + H2O_[cyt],R01082,C00149_[cyt] <=> C00122_[cyt] + C00001_[cyt],Pyruvate and TCA,A,
R513,"sll0823, sll1625, slr1233",1.3.99.1,Succinate_[cyt] + PQ_[tlm] => PQH2_[tlm] + Fumarate_[cyt],-,C00042_[cyt] + C10385_[tlm] => C16695_[tlm] + C00122_[cyt],Pyruvate and TCA,A,
R514,"sll0823, sll1625, slr1233",1.3.99.1,Succinate_[cyt] + PQ_[cym] => PQH2_[cym] + Fumarate_[cyt],-,C00042_[cyt] + C10385_[cym] => C16695_[cym] + C00122_[cyt],Pyruvate and TCA,A,
R515,sll0401,2.3.3.1,Citrate_[cyt] + CoA_[cyt] <= Acetyl-CoA_[cyt] + H2O_[cyt] + Oxaloacetate_[cyt],R00351,C00158_[cyt] + C00010_[cyt] <= C00024_[cyt] + C00001_[cyt] + C00036_[cyt],Pyruvate and TCA,A,
R516,slr1556,1.1.1.28,(R)-Lactate_[cyt] + NAD+_[cyt] <=> Pyruvate_[cyt] + NADH_[cyt] + H+_[cyt],R00704,C00256_[cyt] + C00003_[cyt] <=> C00022_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R517,slr0721,1.1.1.38,(S)-Malate_[cyt] + NADP+_[cyt] => Pyruvate_[cyt] + CO2_[cyt] + NADPH_[cyt] + H+_[cyt],R00216,C00149_[cyt] + C00006_[cyt] => C00022_[cyt] + C00011_[cyt] + C00005_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R518,slr2132,2.3.1.8,Acetyl-CoA_[cyt] + Orthophosphate_[cyt] => CoA_[cyt] + Acetyl phosphate_[cyt],R00230,C00024_[cyt] + C00009_[cyt] => C00010_[cyt] + C00227_[cyt],Pyruvate and TCA,A,
R519,sll1299,2.7.2.1,ATP_[cyt] + Acetate_[cyt] <=> ADP_[cyt] + Acetyl phosphate_[cyt],R00315,C00002_[cyt] + C00033_[cyt] <=> C00008_[cyt] + C00227_[cyt],Pyruvate and TCA,A,
R520,sll1349,3.1.3.18,2-Phosphoglycolate_[cyt] + H2O_[cyt] => Glycolate_[cyt] + Orthophosphate_[cyt],R01334,C00988_[cyt] + C00001_[cyt] => C00160_[cyt] + C00009_[cyt],Pyruvate and TCA,A,
R521,slr0458,3.1.3.18,2-Phosphoglycolate_[cyt] + H2O_[cyt] => Glycolate_[cyt] + Orthophosphate_[cyt],R01334,C00988_[cyt] + C00001_[cyt] => C00160_[cyt] + C00009_[cyt],Pyruvate and TCA,A,
R522,slr1762,3.1.3.18,2-Phosphoglycolate_[cyt] + H2O_[cyt] => Glycolate_[cyt] + Orthophosphate_[cyt],R01334,C00988_[cyt] + C00001_[cyt] => C00160_[cyt] + C00009_[cyt],Pyruvate and TCA,A,
R523,sll0741,1.2.7.1,2 Reduced ferredoxin_[cyt] + Acetyl-CoA_[cyt] + CO2_[cyt] + 2 H+_[cyt] <= 2 Oxidized ferredoxin_[cyt] + Pyruvate_[cyt] + CoA_[cyt],R01196,2 C00138_[cyt] + C00024_[cyt] + C00011_[cyt] + 2 C00080_[cyt] <= 2 C00139_[cyt] + C00022_[cyt] + C00010_[cyt],Pyruvate and TCA,C,"BLAST search: 77 % identity, 1940 score and E-value 0 to pyruvate-flavodoxin oxidoreductase from Micorystis aeruginosa; flavodoxin replaced by ferredoxin"
R524,sll1358,4.1.1.2,Oxalate_[cyt] => Formate_[cyt] + CO2_[cyt],R00522,C00209_[cyt] => C00058_[cyt] + C00011_[cyt],Pyruvate and TCA,A,
R525,sll1359,1.2.2.1,Formate_[cyt] + 2 Ferricytochrome b1_[cyt] => CO2_[cyt] + 2 Ferrocytochrome b1_[cyt] + 2 H+_[cyt],R03146,C00058_[cyt] + 2 C00995_[cyt] => C00011_[cyt] + 2 C00998_[cyt] + 2 C00080_[cyt],Pyruvate and TCA,B,Eisenhut et al. 2008
R526,sll0631,1.4.3.16,L-Aspartate_[cyt] + H2O_[cyt] + Oxygen_[cyt] => Oxaloacetate_[cyt] + NH3_[cyt] + H2O2_[cyt],R00357,C00049_[cyt] + C00001_[cyt] + C00007_[cyt] => C00036_[cyt] + C00014_[cyt] + C00027_[cyt],Pyruvate and TCA,A,
R527,sll1641,4.1.1.15,L-Glutamate_[cyt] => 4-Aminobutanoate_[cyt] + CO2_[cyt],R00261,C00025_[cyt] => C00334_[cyt] + C00011_[cyt],Pyruvate and TCA,A,
R528,sll1981,4.1.1.71,2-Oxoglutarate_[cyt] => Succinate semialdehyde_[cyt] + CO2_[cyt],R00272,C00026_[cyt] => C00232_[cyt] + C00011_[cyt],Pyruvate and TCA,C,"BLAST Search: identity 80%, score 911, E-value 0.0 to SYNPCC7002_A2770 to 2-Oxoglutarate decarboxylase; Zhang and Bryant 2011"
R529,slr0370,1.2.1.16,Succinate semialdehyde_[cyt] + NADP+_[cyt] + H2O_[cyt] => Succinate_[cyt] + NADPH_[cyt] + H+_[cyt],R00714,C00232_[cyt] + C00006_[cyt] + C00001_[cyt] => C00042_[cyt] + C00005_[cyt] + C00080_[cyt],Pyruvate and TCA,A,
R530,slr1022,2.6.1.19,4-Aminobutanoate_[cyt] + 2-Oxoglutarate_[cyt] <=> Succinate semialdehyde_[cyt] + L-Glutamate_[cyt],R01648,C00334_[cyt] + C00026_[cyt] <=> C00232_[cyt] + C00025_[cyt],Pyruvate and TCA,B,Schriek et al. 2007
R531,sll0404,1.1.99.14,Glycolate_[cyt] + NAD+_[cyt] => Glyoxylate_[cyt] + NADH_[cyt] + H+_[cyt],R00476,C00160_[cyt] + C00003_[cyt] => C00048_[cyt] + C00004_[cyt] + C00080_[cyt],Pyruvate and TCA,A,Eisenhut et al. 2008;  NAD serves as electron acceptor
